id	title	description	link	image_link	price	condition	availability	brand
3	"Кинезио тейп Designer (5см х 5м)"	"Кинезио тейп Designer – это разновидность классического кинезио тейпа RockTape, сочетающий в себе качество наивысшего уровня и уникальный современный дизайн."	https://rocktape.ua/kinesio-tape-designer	https://rocktape.ua/image/cache/data/product/5x5_small_Blue_Argyle-300x300.jpg	"440 UAH"	new	"in stock"	"RockTape (США)"
75	"Кинезио тейп Hemp (5см х 5м)"	"Уникальная основа тейпа Hemp – волокна стеблей конопли. В остальном тейп Hemp ничем не отличается от других тейпов RockTape стандартной серии: клейкость, растяжимость, износостойкость, водостойкость, воздухопроницаемость – все осталось на том же высоком у"	https://rocktape.ua/rocktape-hemp	https://rocktape.ua/image/cache/data/хемп-300x300.jpg	"480 UAH"	new	"in stock"	"RockTape (США)"
2	"Кинезио тейп Н2О (5см х 5м) "	"Кинезио тейп Н2О был создан специально для водных видов спорта - его клеевая основа еще более стойкая и выдерживает многочасовые пребывания в воде, при этом тейп не теряет свои свойства и продолжает поддерживать спортсмена в течение нескольких дней и в лю"	https://rocktape.ua/kinesio-tape-h20	https://rocktape.ua/image/cache/data/product/Blue_H2O-300x300.jpg	"440 UAH"	new	"in stock"	"RockTape (США)"
8	"Крем RockRub"	"RockRub – абсолютно натуральный увлажнитель для ваших рук и мозолей. RockRub производится из лучших полностью натуральных ингредиентов. Баночки 50 г хватит примерно на 1 месяц."	https://rocktape.ua/rock-rub	https://rocktape.ua/image/cache/data/product/RockRub-300x300.jpg	"420 UAH"	new	"in stock"	"RockTape (США)"
13	Наколенники KneeCaps	"KneeCaps - компрессионные наколенники RockTape, идеально подходят для тяжелой атлетики, CrossFit (Кроссфит). Они согревают и стабилизируют коленный сустав при выполнении функциональных движений."	https://rocktape.ua/knee-caps	https://rocktape.ua/image/cache/data/product/kneecaps_main_new-300x300.jpg	"1295 UAH"	new	"out of stock"	"RockTape (США)"
52	"RockNRoller адаптер"	"Адаптер для RockNRoller - это быстрый и простой способ перейти от 45 см RockNRoller к более широкому - 90 см ролику. Адаптер позволяет соединять несколько RockNRoller в один."	https://rocktape.ua/rocknroller-adapter	https://rocktape.ua/image/cache/data/product/RocknRoller_Adapter-300x300.jpg	"50 UAH"	new	"in stock"	"RockTape (США)"
59	"Браслет с лого RockTape"	"Силиконовй браслет с логотипом RockTape - отличный аксессуар для сильных атлетов. Проявить свой вкус, любовь к бренду и кроссфиту в целом, можно, надев стильный и в меру агрессивный браслет."	https://rocktape.ua/wrist-band	https://rocktape.ua/image/cache/data/product/rockband_main-300x300.jpg	"50 UAH"	new	"in stock"	"RockTape (США)"
64	"Кинезио тейп RX (5см x 32м)"	"RockTape Rx - лучшая лента в кинезиологии в мире. Специально разработанная для чувствительной кожи. Идеальна для применения в педиатрии, для больных престарелых людей, для женщин, которые беременны."	https://rocktape.ua/rocktaperx	https://rocktape.ua/image/cache/data/product/32x5_rocktape_rx_blue-300x300.jpg	"2200 UAH"	new	"out of stock"	"RockTape (США)"
67	"Кинезио тейп RX (5см х 5м)"	"Нежный клей RockTape Rx для особых групп пациентов, таких как: дети, пожилые люди, лица с неврологическими нарушениями и беременные женщины."	https://rocktape.ua/rx-5m-5cm	https://rocktape.ua/image/cache/data/rx_animal-300x300.jpg	"420 UAH"	new	"in stock"	"RockTape (США)"
68	"Миостимулятор для мышц PowerDot "	"PowerDot – первый в мире носимый спортивный электрический стимулятор мышц. PowerDot -  это решение для любого активного спортсмена, который ищет новые способы для тренировок и восстановления  своих мышц. Независимо от того, каким активным видом спорта вы"	https://rocktape.ua/powerdot	https://rocktape.ua/image/cache/data/product/pawer_dot_main_red-300x300.jpg	"4350 UAH"	new	"in stock"	
71	"Набор инструментов для техники ИММТ RockBlades 2.0"	"RockBlades - комплексная система мобилизации мышечных тканей при помощи вспомогательных инструментов (IASTM). 
Добро пожаловать в IASTM-будущее. RockBlades – это набор из двух тщательно спроектированных и изготовленных инструментов для мягких тканей: “Ma"	https://rocktape.ua/blades-2	https://rocktape.ua/image/cache/data/TLnry_croper_ru-300x300.jpeg	"7200 UAH"	new	"in stock"	"RockTape (США)"
4	"Кинезио тейп Bulk (5см x 32м)"	"Кинезио тейп Bulk – это разновидность классического кинезио тейпа RockTape, имеющий длину более чем в 6 раз больше (32 метра в 1 рулоне), что будет выгодно и удобно для спортсменов регулярно использующих кинезио тейпы."	https://rocktape.ua/kinesio-tape-bulk	https://rocktape.ua/image/cache/data/product/5x32_Beige_BULK-300x300.jpg	"2240 UAH"	new	"in stock"	"RockTape (США)"
74	"Кинезио тейп Equine (для лошадей)"	"Особые тейпы для лошадей RockTape Equine воздействуют на кожу через корни волос животного, активизируя правильную работу систем организма. Усиленный на 25% клеевой слой и увеличенная ширина тейпа RockTape Equine для лошадей обеспечивает надежное крепление"	https://rocktape.ua/equine	https://rocktape.ua/image/cache/data/RockTape_Equine_Kinesiology_Tape_for_Horses_-_2_x_16.4_Roll_-_Horseshoes-300x300.jpg	"440 UAH"	new	"in stock"	"RockTape (США)"
6	"Кинезио тейп Mini Big Daddy (10см x 5м)"	"Кинезио тейп Mini Big Daddy - это разновидность классического кинезио тейпа RockTape, имеющий нестандартную ширину. Ширина кинезио тейпа в 10 см позволит затейпировать массивные участки мышц."	https://rocktape.ua/kinesio-tape-mini-big-daddy	https://rocktape.ua/image/cache/data/product/medium_Black-300x300.jpg	"796 UAH"	new	"out of stock"	"RockTape (США)"
65	"Защитные рукава RockGuard Arm"	"Защитные рукава RockGuard Arm разработаны для защиты рук спортсменов во время перемещения ползком, бега по пересеченной местности, катания на горном велосипеде, лазанья по канату, соревнований по преодолению препятствий и прочих видов активности, в процес"	https://rocktape.ua/rockguards-arm	https://rocktape.ua/image/cache/data/product/arm_guard_main-300x300.jpg	"780 UAH"	new	"in stock"	"RockTape (США)"
5	"Кинезио тейп Big Daddy (10см x 32м)"	"Кинезио тейп Big Daddy - это разновидность классического кинезио тейпа RockTape, имеющий нестандартную длину и ширину. Ширина кинезио тейпа в 10 см позволит затейпировать массивные участки мышц, а длина в 32 см позволит долго использовать кинезио тейп."	https://rocktape.ua/kinesio-tape-big-daddy	https://rocktape.ua/image/cache/data/product/Big_Daddy_BLACK_LOGO_BULK-300x300.jpg	"4500 UAH"	new	"out of stock"	"RockTape (США)"
7	"Кинезио тейп Digit Tape (2,5см х 32м)"	"Кинезио тейп Digit Tape - это разновидность классического кинезио тейпа RockTape, имеющий нестандартную длину и ширину. Ширина кинезио тейпа в 2,5 см позволит затейпировать тонкую мышцу, мышцы рук и ног."	https://rocktape.ua/kinesio-tape-digit-tape	https://rocktape.ua/image/cache/data/product/FingerTape_Blue-300x300.jpg	"1370 UAH"	new	"out of stock"	"RockTape (США)"
11	"Перчатки G-LOVES"	"G-Loves  - защита Ваших рук в самых суровых условиях. Руль велосипеда, турник, штанга - за что бы Вы ни взялись, перчатки G-Loves обеспечат максимальную защиту и поддержку."	https://rocktape.ua/g-loves	https://rocktape.ua/image/cache/data/product/gloves_2-300x300.jpg	"955 UAH"	new	"out of stock"	"RockTape (США)"
