id,title,description,link,image_link,price,condition,availability,brand
51,"Массажный цилиндр RockNRoller","Массажный роллер RocknRoller от RockTape

Массажный роллер RocknRoller от компании RockTape – это еще одна совместная разработка спортивных врачей и реабилитологов. Массажный роллер имеет специальную конструкцию, каждая деталь которой выполняет свою функцию.

Роликовый массажер – конструкция, продлевающая здоровье ваших мышц

Роликовый массажер представляет собой цилиндр из специального прочного материала длиной 45 см и диаметром 14 см. На поверхности валика для массажа присутствуют выступы различного размера, которые при массаже позволяют расслабить даже мелкие мышцы. Сбоку цилиндр закрывается крышкой, что позволяет в полом пространстве внутри цилиндра хранить ремешок, мячи RockTape или другие необходимые аксессуары.

Купить RockTape RocknRoller – забыть о боли в мышцах

 Наиболее частыми причинами мышечной боли являются:


	Крепатура;
	Растяжение мышц;
	Слабость мышечного корсета;
	Нарушения микроциркуляции;
	Травмы.


Массаж, в том числе специальным массажным роликом, позволяет уменьшить интенсивность болевого синдрома и устранить причину боли при регулярном правильном применении.

Как работает массажный ролик для миофасциального релиза

Массажный ролик для мышц RocknRoller оказывает прямое и непрямое действие на мышцы спины и мышечный корсет в целом. В частности, к прямому действию можно отнести:


	Раздражение мышц спины и нервных окончаний, вследствие чего улучшает приток крови, ускоряется метаболизм в данных мышцах и стимулируются регенеративные процессы и выведение продуктов метаболизма.
	Механическое влияние на мышцы (так называемая «пассивная активность»), вследствие этого отмечается попеременное сокращение и расслабление мышц, как при физической активности. При этом прорабатываются мышцы, которые не участвуют в большинстве «активных» упражнений.


Кроме того, купив RockTape RocknRoller и правильно его используя, можно получить и опосредованное положительное влияние на причины мышечной боли и организм в целом. В частности, к такому типу влияния массажа относят:


	Рефлекторное влияние – активируя нервные окончания и рефлекторные дуги, массаж спины с помощью ролика позволяет улучшить работу внутренних органов, повысить иммунитет и запустить процессы регенерации тканей.
	Общеоздоровительное действие – активация микроциркуляции и рефлекторное влияние массажа позволяют повысить жизненную энергию, расслабиться, а также улучшить работу всех органов и систем.


Купить массажный цилиндр от RockTape

Наш магазин предлагает купить массажный цилиндр по наиболее привлекательной цене – мы не работаем с посредниками, а получаем продукцию напрямую от производителя, соответственно, избегаем лишних наценок. Для того чтобы купить массажный ролик RokcRoller – просто добавьте его в корзину и оформите покупку или позвоните нашему менеджеру, который поможет оформить заказ.

Внимание! Подробные видео-уроки по применению роллера для различных групп мышц вы сможете найти в этом материале.",https://rocktape.ua/rocknroller,https://rocktape.ua/image/cache/data/product/RocknRoller_main-300x300.jpg,"1250 UAH",new,"in stock","RockTape (США)"
54,"Мужская футболка RockSauce","Мужская футболка Next Level с лого RokcSauce для кроссфита

Мужская футболка от компании Next Level с логотипом RockSauce для кроссфита – это способ сделать тренировки эффективнее и повысить собственную мотивацию.

Мужская футболка RockSauce – это не просто одежда для спорта, это возможность улучшить свои показатели и сделать занятия кроссфитом комфортнее.

Приобретя эту футболку, вы сразу ощутите преимущества:


	Идеальный состав ткани – футболка впитывает влагу, не прилипает к телу и сохраняет комфорт даже при очень интенсивной тренировке.
	Удобный крой сохраняет свободу движений и не сковывает вас.
	Специальные швы не натирают и предупреждают появление раздражений на теле после интенсивных занятий.
	Оптимальная терморегуляция – благодаря крою и составу ткани футболка обеспечивает и хорошую вентиляцию, и сохранение тепла, ведь поддерживать мышцы разогретыми очень важно для продуктивной тренировки.


Мотивация – залог отличного результата

Оригинальный дизайн мужской футболки RockSauce для Crossfit создан специально для тяжелых и интенсивных тренировок. В меру агрессивный выбор цвета и принта, а также идеальное подчеркивание рельефа мышц – именно то, что нужно для повышения мотивации при тренировках.

Желаете достичь большего в кроссфите – попробуйте футболку RockSauce, и вы уже не захотите от нее отказаться.
 


	
		
			
			Мужская модель
			
			
			    S
			
			
			   M
			
			
			   L
			
			
			   XL
			
		
		
			
			Длина (от плеча до основания)
			
			
			 72 см
			
			
			 73 см 
			
			
			 75 см 
			
			
			 77,5 см 
			
		
		
			
			Ширина (по талии в самом широком месте)
			
			
			 47,5 см
			
			
			 51 см
			
			
			 55 см
			
			
			 60 см",https://rocktape.ua/mens-rocktsauce-tee,https://rocktape.ua/image/cache/data/product/Rock_Sauce_man_tshirt-300x300.jpg,"490 UAH",new,"in stock","RockTape (США)"
53,"Мужская футболка RockTape logo","Мужская футболка Next Level c лого RockTape для кроссфита

Мужская футболка американского производителя Next Level с логотипом RockTape для кроссфита – выбор тех, кто не хочет выбирать, предпочитая получать все и сразу. Сочетание стильного дизайна и современных технологий позволяет повысить эффективность тренировки, усилить мотивация и добиться лучших результатов.

RockTape – лучшее для спортсменов 

RockTape – бренд с мировой известностью, создающий продукцию для профессиональных спортсменов. Тейпы, одежда, аксессуары и спортивные препараты – далеко не полный список разработок RockTape, которым отдают предпочтение спортивные врачи и сами спортсмены. Брендированная мужская футболка RockTape для Crossfit позволяет отразить жизненную позицию и улучшить эффективность тренировок.

Мужская футболка RockTape для Crossfit – секрет продуктивной тренировки

Что еще кроме силы воли и правильных упражнений нужно для отличного результата? Правильная одежда – вот секрет тех, кто достигает невероятных высот. Что может мужская футболка RockTape:


	Повысить комфорт тренировки – ненатирающие швы, натуральные ткани, оптимальное поглощение влаги.
	Увеличить эффект тренировки – правильная терморегуляция (и мышцы разогреты, и кожа дышит).
	Усилить мотивацию – футболка подчеркивает рельеф мышц, что делает движение к цели еще более динамичным.


Будь лучшим – выбирай для тренировок мужскую футболку RockTape.
 


	
		
			
			Мужская модель
			
			
			    S
			
			
			  M
			
			
			   L
			
			
			   XL
			
		
		
			
			Длина (от плеча до основания)
			
			
			  72 см
			
			
			 73 см
			
			
			 75 см
			
			
			 77,5 см
			
		
		
			
			Ширина (по талии в самом широком месте)
			
			
			 47,5 см
			
			
			 51 см
			
			
			 55 см
			
			
			 60 см",https://rocktape.ua/mens-rocktape-logo-tee,https://rocktape.ua/image/cache/data/product/Rock_Tape_man_tshirt-300x300.jpg,"470 UAH",new,"in stock","RockTape (США)"
76,"Набор инструментов для техники ИММТ RockBlades Mohawk","RockBlades MOHAWK – это полноценная система, включающая 3 разных инструмента в одном, что позволяет комфортно работать с большим диапазоном болевых синдромов, решать неврологические проблемы и проблемы с мобильностью.


В наборе:


	базовый инструмент Mohawk из хирургической нержавеющей стали;
	насадка Silicone sleeve (Силиконовый чехол);
	насадка Comb (Гребень);
	специальный кейс для хранения и транспортировки;
	мазь RockRub (50 г).


MOHAWK

​Базовый инструмент RockBlades Mohawk. Форма каждой его части является уникальной. Размеры всех сторон и краев были тщательно выверены и сбалансированы. Благодаря этому инструмент подходит для работы на любых участках тела, а также имеет очень точную совместимость с насадками. Рабочие края отполированы вручную. На каждой лицевой поверхности есть 4 специальных углубления с матовым покрытием. Они помогают удерживать Mohawk во время работы, предотвращая выскальзывание. Инструмент украшен ненавязчивой лазерной гравировкой – выдержками из манифеста RockTape.

Характеристики


	Материал: хирургическая нержавеющая сталь;
	Вес: 200 г;
	Размеры: 15 см x 10 см x 0,6 см;
	Рабочие поверхности: 8.


SILICONE SLEEVE

Благодаря материалу, из которого изготовлена насадка, она очень прочно крепится на базовом инструменте the Mohawk и позволяет с легкостью захватывать поверхность кожи, создавая эффект сдвига между ней и подлежащими тканями. Силиконовый чехол дает возможность лечить проблемы со скольжением нервов и работать с нейропатиями. При этом у пациента значительно снижается риск получения травм, а специалисту потребуется приложить меньше усилий для достижения необходимого лечебного эффекта. Материал: медицинский силикон.

Comb
Эта насадка так же, как и силиконовый чехол, идеально подходит для базового инструмента Mohawk. Гребень используется для уменьшения локализованной боли, улучшения кинестетической осознанности и проприоцепции тела, а также в целях дренирования и для облегчения тока лимфы. Благодаря материалу, из которого сделана насадка, она отлично скользит по коже и подходит для неврологической стимуляции. Зубцы имеют особую округленную форму, что позволяет применять ее безбоязненно, – никаких повреждений или дискомфорта во время использования не будет. Материал: ударопрочный сплав поликарбоната и АБС-пластика.",https://rocktape.ua/rockblades-mohawk,https://rocktape.ua/image/cache/data/mohawk-float-1-2-300x300.png,"5800 UAH",new,"in stock","RockTape (США)"
77,"Наколенники Assassins CrossFit","p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 14.0px Times; color: #953733}
p.p2 {margin: 0.0px 0.0px 0.0px 0.0px; font: 14.0px Times; color: #3a3a3a}
li.li2 {margin: 0.0px 0.0px 0.0px 0.0px; font: 14.0px Times; color: #3a3a3a}
span.s1 {letter-spacing: 0.0px}
ul.ul1 {list-style-type: disc}



Официальная защита атлетов на Reebok® CrossFit® Games 2018!

Совершенно новое поколение наколенников!

Компрессионные наколенники Assassins разработаны для использования в различных видах спорта и фитнеса: тяжелая атлетика, полоса препятствий, гонки, бег, езда на велосипеде, вейкбординг, сноубординг, кроссфит. Идеальны для тренировок и соревнований.

Assassins обеспечивают стабилизацию коленных суставов, а также создают согревающий и компрессионный эффекты, что позволяет усилить кровоток и минимизировать риск получения травмы во время выполнения силовых упражнений. Благодаря продуманной конструкции наколенники не сползают во время активности.

Assassins выгодно отличаются от аналогов большей высотой. Это помогает обеспечить стабильность положения колена, и часто может значительно уменьшить неспецифические боли в колене, особенно при приседаниях.

Созданы для соревнований!

Наши наколенники были разработаны специально для спортсменов: для создания этой защиты мы специально узнали потребности атлетов, собрали их отзывы.

Да они неубиваемые!

Строгое соблюдение контроля качества, постоянное тестирование продукта обеспечивает Assassins экстравысоким качеством, что позволяет им вынести бесчисленное количество тренировок.

Преимущества:


	Особый высокопрочный материал - неопрен, долговечный и комфортный;
	Обеспечивают компрессию, тепло и поддержку;
	Уменьшают боль в коленном суставе;
	Специальная вставка из 4-х полосной лайкры – для мягкости, воздухопроницаемости, эластичности;
	Обеспечивает стабилизацию коленного сустава при движении;
	Особая технология шитья и двойные стежки – для повышенной прочности;
	Уникальный дизайн;
	Гарантия качества.


Характеристики:


	Материал – неопрен.
	Толщина – 5 мм, 7 мм.
	Специальная вставка – лайкра.
	В упаковке – 1 пара (2 штуки).
	Изготовитель: RockTape Inc. (США). Производство: Китай.


Информация по размерам:

Доступны в следующих размерах - S, M, L, XL

Для правильного подбора размера, измерьте обхват колена по центру коленной чашечки:


	S: 26 – 30 см
	M: 31 – 33 см
	L: 34 – 36 см
	XL: более 36 см


Эксплуатация и уход:


	использовать защиту в соответствии с ее назначением;
	время использования защиты не дольше 3-4 часов подряд.


Стирка:


	ручная или машинная;
	поместить изделие в мешок, предназначенный для стирки;
	температурный режим - 40°C;
	после стирки выпрямите изделие, пока оно влажное;
	процесс сушки должен происходить вдалеке от приборов отопления.


Assassins – неубиваемый помощник на пути к победам!",https://rocktape.ua/assassins-crossfit,https://rocktape.ua/image/cache/data/cf-300x300.png,"1495 UAH",new,"in stock","RockTape (США)"
70,"Ножницы для кинезио тейпов Rock Blades","Профессиональные ножницы для тейпов

Не все ножницы одинаковы! Попробовав хотя бы раз ножницы RockTape, Вам не захочется использовать что-либо другое!

Изготовленные из высококачественной стали, они остаются острыми как бритва многие года, а ксилановое покрытие не позволяет клеящему слою тейпа прилипать к лезвию, обеспечивая простоту и точность в использовании. Эргономичная ручка и изогнутая форма лезвия добавляют еще больший комфорт и удобство. Нарезка тонких полосок и точно закругленных краев больше не проблема!

Если Вы - профессионал, использующий кинезио тейпы регулярно, ножницы RockTape - это Ваш выбор!


	Производство: RockTape (Англия)
	Длина лезвия: 85 мм
	Общая длина: 210 мм
	Материал: нержавеющая сталь с ксилановым покрытием",https://rocktape.ua/index.php?route=product/product&product_id=70,https://rocktape.ua/image/cache/data/other/rk-300x300.jpg,"985 UAH",new,"in stock",
61,"Резиновая петля RockBand","Купить резиновые петли для тренировок RockBand от RockTape - взять новый рубеж на ваших тренировках! Резиновые петли используются для тренировки силы, улучшения подвижности и снижения болевой симптоматики.

Резиновые петли RockBand для тренировок

RockBand - это удобный инструмент для тренировок. С помощью резиновой петли можно выполнять ряд функциональных упражнений, как в тренажерном зале или кроссфит боксе, так и дома, в путешествии. Так, например, резиновая петля для подтягиваний, позволит новичкам задействовать в работу необходимые мышцы и суставы, и быстрее научиться подтягиваться с собственным или дополнительным весом. Кроме этого, резинку RockBand можно задействовать при приседаниях, отведениях ног, упражнениях на пресс и другие.

Резиновые петли RockBand для реабилитации

Используйте RockBand не только для тренировок, но и для восстановления и реабилитации. Резиновая петля RockBand от RockTape активно используется врачами-реабилитологами в практике для восстановления и реабилитации. При правильном использовании резиновой петли, можно скорректировать направление движения, улучшить подвижность в том или ином суставе (например, направление колен или таза при приседаниях, оверхедах).

Каждая упаковка резиновой петли для реабилитации RockBand включает в себя специальный буклет, который содержит ценную информацию, чтобы обучить пользователей, а именно:


	Как использовать RockBand.
	Подробные движения и упражнения.
	Полезные советы о лучших способах использовать RockBand.
	Дыхание и правильная ориентация.


Основные характеристики петли для тренировок RockBand от RockTape:


	Длина: 105 см;
	Пять уровней сопротивления;
	В упаковке одна полоса выбранного сопротивления;
	100% латекс;
	Вес 0,36 кг.


Резиновые петли купить можно в нашем интернет-магазине с доставкой по всей Украине.
Будьте сильными дольше вместе с RockTape!

Пять степеней сопротивления



Пять уровней сопротивления - пять цветов для быстрого отличия.",https://rocktape.ua/rockband,https://rocktape.ua/image/cache/data/product/All_Rock_Bands-300x300.jpg,"600 UAH",new,"in stock","RockTape (США)"
63,"Эластичная лента RockBandRx","Внимание! 
В одном рулоне - 45 метров ленты. На данный момент есть возможность приобрести от 2 метров ленты (лента отрезается от цельного рулона вручную и упаковывается нами самостоятельно).

RockBandRx - эластичные ленты для реабилитации, развития подвижности и улучшения атлетических способностей, обеспечивая сбалансированные функциональные нагрузки при работе с сопротивлением. Благодаря длине в 45 м, лента станет многофункциональной, как для доктора, так и для пациента. Ленту можно резать на отрезки любой длины, обеспечивая индивидуальный подход к любой медицинской ситуации. Понимаем, что вы стараетесь предложить пациентам лучшую реабилитацию без значительного увеличения ее стоимости. У RockBandRx конкурентная цена.

RockBandRx абсолютно безопасны

Планируете назначать всем пациентам, а у некоторых аллергия на латекс? Не переживайте - ленты RockBandRx являются безлатексными.

Характеристики:


	Длина 45 м
	Ширина 12 см
	5 уровней сопротивления
	Сделано из термопластичных эластомеров (TPE), не содержит латекса


Каждый RockBandRx включает специальный Movement Manifesto, буклет, который содержит ценную информацию, рассказывающую о следующем:


	Как использовать RockBandRx;
	Подробные движения и упражнения;
	Полезные секреты о лучших способах использовать RockBandRx;
	Важность дыхания и его выравнивания;
	Как отличить боль от дискомфорта;
	Технические требования.


Доступны пять уровней сопротивления

RockBandRX выпускается бобинами длиной по 45 метров. При этом дуступны 5 уровней сопротивления: от сверхлегкого до сверхтяжелого. Для наглядности уровни сопротивления имеют цветовую кодировку:



Купить эластичную ленту от RockTape RockBandRx - значит расширить спектр методов реабилитации в своей практике, улучшить подвижность, координацию и атлетические способности пациента.",https://rocktape.ua/rockbandrx,https://rocktape.ua/image/cache/data/product/RockBandRx_main-300x300.jpg,"200 UAH",new,"in stock","RockTape (США)"
73,"Эластичная лента RockFloss","RockFloss - это новый инструмент для улучшения мобильности:


	«Расклеивает» прилипшие и застывшие мышцы; 
	Уменьшает боль в мышцах и суставах;
	Улучшает гибкость.


RockFloss представляет собой эластичную ленту из латекса, которая легко помещается в любую спортивную сумку или рюкзак. Она проста и удобна в применении, и доступна в двух вариантах ширины – 5 см или 10 см.

Работа RockFloss заключается в использовании знаний о компрессии и фасциальном сдвиге для «расклеивания» мышц, чтобы они могли двигаться лучше и с меньшим болевым синдромом.

Когда следует использовать RockFloss?

RockFloss можно использовать как перед тренировкой, так и после, или в качестве части программы по реабилитации. 

RockFloss подходит для использования в любых видах спорта:


	Бег: колени, голени, четырехглавые мышцы бедра, голеностопные суставы.
	Велосипедный спорт: колени, стопы, бедра.
	Плавание: плечи и бедра.
	Гольф: локти и плечи.
	Теннис: голеностопные суставы, колени, запястья.
	Кроссфит: бедра, колени, четырехглавые мышцы бедра, голеностопные суставы.
	Футбол: колени, голени, четырехглавые мышцы бедра, голеностопные суставы.
	Йога: стопы, голеностопные суставы, колени. 


Как следует использовать RockFloss?

Вы можете использовать RockFloss для работы практически с любой частью тела, единственным ограничением является размер части тела, с который вы планируете работать. Плечи, колени, запястья, локти, бедра и голеностопные суставы являются отличными целевыми областями. 

Никогда не используйте RockFloss для работы с областью головы или шеи.

Проведите разминку с RockFloss:


	лента шириной 10 см подходит для применения на обширных областях, таких как ноги или руки.
	лента шириной 5 см идеально подходит для большого диапазона применений.


Подготовьтесь к выступлению:

Используйте RockFloss перед тренировками или соревнованиями. Подготовьте ваши мышцы и суставы к максимальной скорости, силе и реакции.

МЕРЫ ПРЕДОСТОРОЖНОСТИ: 

Не используйте продукт в случаях, когда вы проходите лечение рака, болезни почек или при беременности.",https://rocktape.ua/rockfloss,https://rocktape.ua/image/cache/data/флос%205см%202-300x300.png,"480 UAH",new,"in stock","RockTape (США)"
55,"Женская футболка RockTape logo","Женская футболка Next Level с лого RockTape для кроссфита

Женская футболка американской текстильной компании Next Level с логотипом RockTape для кроссфита – оптимальное решение для грациозных и спортивных девушек. Прекрасное стилевое решение футболки с брендом RockTape дополнительно подчеркнет вашу любовь к спорту и здоровому образу жизни.

Больше возможностей с женской футболкой RockTape для тренировок

Интенсивные тренировки – это немалая нагрузка на организм. Во время занятий температура тела повышается, а процесс потоотделения идет гораздо интенсивнее. Чтобы во время занятий вам было комфортно и при этом мышцы не теряли необходимой для результата температуры – оденьтесь в женскую футболку RockTape. Ее создатели учли все, и теперь во время тренировок:


	Одежда не будет прилипать к телу – благодаря ткани, впитывающей влагу.
	Движения не будут ограничены – свободный крой и эластичная ткань позволяют двигаться максимально легко.
	Швы не будут натирать благодаря специальной обработке.
	Кожа будет дышать, а мышцы останутся разогретыми, чтобы получить лучший эффект от занятий.


Максимальная свобода для максимального результата

Забудьте о посторонних мыслях и дискомфорте во время тренировок – выбирайте женскую футболку RockTape для тренировок и сконцентрируйте 100% мыслей на результате.
 


	
		
			
			Женская модель
			
			
			  S
			
			
			  M 
			
			
			   L
			
		
		
			
			Длина (от плеча до основания)
			
			
			64 см
			
			
			66 см
			
			
			68 см
			
		
		
			
			Ширина (по талии в самом широком месте)
			
			
			37 см
			
			
			40 см
			
			
			41,5 см",https://rocktape.ua/womens-rocktape-logo-tee,https://rocktape.ua/image/cache/data/product/Rock_Tape_wom_tshirt-300x300.jpg,"470 UAH",new,"in stock","RockTape (США)"
12,"Защита голени RockGuards","Защита голени RockTape RockGuards – оставьте травмы в прошлом

Защита голени при становой тяге, работе со штангой, занятиях велоспортом и Crossfit просто необходима, ведь при тренировках с большой нагрузкой на ноги важно правильно защитить не только суставы, но и мышцы голени. Травмы, такие как разрывы и растяжения, порезы и потертости голени, к сожалению, частые спутники напряженных тренировок, особенно при работе со штангой.

Гарантией хорошего выступления и продуктивной тренировки является защита голени RockTape RockGuard. Данная модель позволяет поддерживать температуру мышц, снижая риск растяжений, а также, за счет плотного прилегания, обеспечивает поддержку голени при работе.

Почему профессиональный спорт выбирает RockGuard?

Конечно, на рынке немало вариантов защиты голени, но профессиональные спортсмены доверяют только RockGuard, ведь это:


	Особая технология пошива, позволяющая создать надежную и долговечную защиту.
	Застежка на двойной молнии.
	5 мм неопрена – максимальная поддержка мышц и плотное прилегание защиты.
	Возможность использования защиты при занятиях видами спорта, требующими большой подвижности.
	Несколько полос лайкры, обеспечивающих эластичность защиты.


Защита голени RockGuard представлена в нескольких размерах, которые позволяют обеспечить анатомическое прилегание у спортсменов любой весовой категории.

RockGuard от RockTape – это оптимальная защита голени при становой тяге. Кроме того, без защиты не обойтись при:


	Занятиях велоспортом;
	Выполнении толчка и рывка штанги, становой тяги (при правильном выполнении этих упражнений гриф штанги проходит в считанных миллиметрах от голени, что нередко заканчивается повреждениями целых участков кожи);
	Лазании по канату, занятиях альпинизмом и прочими видами спорта с риском повреждения голени.


В комплекте 2 защиты голени RockTape RockGuard. Для того, чтобы забыть о травмах и улучшить результаты тренировки – позвоните нам, и наш специалист расскажет обо всех новинках спортивной медицины, которые позволяют достигать рекордов. Для заказа защиты RockGuard позвоните прямо сейчас.


	
		
			
			 Размер 
			
			
			 Обхват икры *
			
		
		
			
			S
			
			
			 До 25 см
			
		
		
			
			M
			
			
			 Около 25-38 cм
			
		
		
			
			L
			
			
			 Больше 38 см
			
		
	


* Для правильного определения размера защиты голени, необходимо померять икроножную мышцу в наибольшем месте.",https://rocktape.ua/rock-guards,https://rocktape.ua/image/cache/data/product/rockguard_main_new-300x300.jpg,"945 UAH",new,"in stock","RockTape (США)"
3,"Кинезио тейп Designer (5см х 5м)","Цветные кинезио тейпы – травмы не преградят пути к победе

Каким бы прекрасным ни было выступление, каждый спортсмен знает, сколько труда и нечеловеческих усилий приложено для достижения идеала.

К сожалению, ни один вид спорта не обходится без травм, но для истинного профессионала даже травма не станет препятствием: во-первых, невероятная воля к победе не даст отказаться от тренировок, во-вторых, современная спортивная медицина позволяет продолжать занятия даже при растяжениях мышц.

Как же бороться с травмами, не теряя результатов?

Яркие кинезио тейпы Rock Tape – новое поколение тейпов, обладающих невероятной эластичностью и прочностью крепления. Они не только позволяют продолжить тренировки после травмы, но и ускоряют заживление мышц.

Почему именно Rock Tape?

Тейпирование давно известно спортивной медицине, почему же профессионалы предпочитают покупать дизайнерские кинезио тейпы от компании Rock Tape:


	Эластичность, сравнимая с эластичностью кожи (тейпы растягиваются на 180-190%).
	Прочная гипоаллергенная основа – даже при повышенных нагрузках эффект тейпирования сохраняется до 5 дней.
	Особая структура ткани, которая позволяет поддерживать мышцы, снижая нагрузку на них.


Дизайнерский тейп – индивидуальность и эстетика

Спорт – это не только результаты и титанические усилия. Спорт это красота и эстетика движений, которая завораживает. Красота тела и специальные костюмы теперь отлично дополняются дизайнерскими тейпами. Вы можете выбрать индивидуальные и мотивирующие кинезио тейпы с рисунком, с которыми тренировки станут ещё продуктивнее, а выступления – ещё ярче.

Для того чтобы купить дизайнерские кинезио тейпы, достаточно просто оформить заказ или позвонить нам. Не откладывайте победы на завтра, ведь спорт не терпит промедлений.",https://rocktape.ua/kinesio-tape-designer,https://rocktape.ua/image/cache/data/product/5x5_small_Blue_Argyle-300x300.jpg,"440 UAH",new,"in stock","RockTape (США)"
75,"Кинезио тейп Hemp (5см х 5м)","НОВИНКА!

Уникальная основа тейпа Hemp – волокна стеблей конопли. Мы решили сделать его максимально экологичным, поэтому оставили в натуральном цвете, без добавления краски.

В остальном тейп Hemp ничем не отличается от других тейпов RockTape стандартной серии: клейкость, растяжимость, износостойкость, водостойкость, воздухопроницаемость – все осталось на том же высоком уровне.

Благодаря кинезиотейпу можно уменьшить или предотвратить болевые ощущения, снять отеки, нормализовать тонус мышц, ускорить процесс восстановления и поддержать форму.

Это лента, изготовленная из волокон стеблей конопли, покрытая специальным гипоаллергенным клеем на акриловой основе, моментально активизирующимся после наложения на проблемное место. Дополнительно в состав тейпа RockTape входит нейлон для максимального растяжения ленты и прочности. С тейпом Hemp вы забудете навсегда, что такое гиперпигментация кожи после снятия! Уникальный состав ленты не дает акриловому клею сильно нагреваться на солнце, а это означает, что Вы не получите раздражения.

RockTape Hemp одновременно легкий и крепкий, Вы можете использовать его даже на нежных участках кожи, включая лицо.

Кинезиотейпы RockTape не сковывают движения, а в некоторых случаях, даже увеличивают их показатели.

RockTape выбирают спортсмены и медицинские специалисты по всему миру. Тейпы RockTape применяют при ахиллотендините, подошвенном фасците, тендините надколенника, травмах передней крестообразной связки и мадиальной коллатеральной связки колена, болях в нижней части спины, растяжениях паха и подколенных сухожилиях, ротаторной манжеты плеча, расколотой голени, искривлении осанки, дискомфорте при беременности.

При использовании тейпа RockTape важно следовать инструкции и наносить кинезиотейп без натяжения, предварительно очистить и обезжирить кожу.

 

Характеристики:


	Материал: 97% волокна стеблей конопли, 3% нейлон.
	Гипоаллергенная клеевая основа (подходит для людей с чувствительной кожей).
	Носится, не теряя свойств, до 7 дней.
	Эластичность: до 180-190%.
	Размер: рулон 5см х 5м.
	Производство: США/Корея.
	Цвет: Hemp (натуральный)
	Доступен в следующих размерах: 5см х 5м.


 

Применение и меры предосторожности:


	Перед применением обезжирьте кожу;
	Перед аппликацией закруглите уголки тейпа специальными ножницами;
	Применяйте тейп со слабым натяжением;
	После наклеивания тщательно разотрите тейп – клей активируется от тепла;
	При удалении тяните тейп по направлению роста волос;
	При появлении признаков раздражения сразу же удалите тейп и проконсультируйтесь с врачом.


 

Противопоказания:


	Открытые раны.
	Кожные заболевания.
	Аллергия на клей.
	Ранний младенческий возраст, когда нет обратной связи.
	Могут возникать слабые/умеренные кожные реакции. Например, покраснения, зуд, крапивница, отек. В таких случаях нужно немедленно снять тейп и обратиться к врачу, если улучшение не наступает в течение 2 дней.",https://rocktape.ua/rocktape-hemp,https://rocktape.ua/image/cache/data/хемп-300x300.jpg,"480 UAH",new,"in stock","RockTape (США)"
2,"Кинезио тейп Н2О (5см х 5м) ","Купить водостойкие кинезио тейпы в Украине по самой выгодной цене

Водные виды спорта, несмотря на кажущуюся зрителям легкость и плавность, требуют огромного напряжения мышц и тяжелейших тренировок. Для того чтобы показать отличный результат, необходимо и максимально выкладываться на тренировках, и раз за разом давать всё большую нагрузку на мышцы. Такой подход позволяет достигать отличных показателей, однако чреват травмами.

Как бороться с растяжениями, если Вы занимаетесь водными видами спорта

Спортсмены, профессионально занимающиеся водным спортом, в случае травм и повышенных нагрузок отдают предпочтение кинезио тейпам для плавания от компании Rock Tape. Специально разработанная формула позволяет:


	Уменьшить нагрузку на мышцы.
	Повысить продуктивность тренировок.
	Улучшить результаты выступления.
	Ускорить заживление травм без прекращения тренировок.


В чём особенность kinesio tape RockTape H2O?

Kinesio tape RockTape H2O имеет те же преимущества, что и другие тейпы серии RockTape, а именно:


	Растягивается на 190%.
	Состоит только из гипоаллергенных материалов.
	Оказывает положительный эффект до 5 дней.
	Максимально соответствует физиологии.


Кроме того кинезио тейпы для бассейна и водных видов спорта имеют специальную клеевую основу, которая легко выдерживает действие воды и интенсивные нагрузки. Даже при активных занятиях в воде кинезио тейп RockTape H2O отлично поддерживает мышцы и не отклеивается.

Неоднократно проверенные профессиональными спортсменами кинезио тейпы для плавания от RockTape превосходят все ожидания и являются незаменимой поддержкой во время тренировок и выступлений.

Не позволяйте травмам стать препятствием на пути к победе – получите свой kinesio tape RockTape H2O прямо сейчас, просто позвонив или оставив заявку. Забудьте о травмах – побеждайте каждый день!",https://rocktape.ua/kinesio-tape-H20,https://rocktape.ua/image/cache/data/product/Blue_H2O-300x300.jpg,"440 UAH",new,"in stock","RockTape (США)"
